1004,FRAUD-001,Prévention Fraude & Corruption,2021-05-27,COMP,2.00,86.74,139.88,COMPLIANCE
1004,ETHICS-001,Code de Déontologie Novaryn Tech,2021-05-19,COMP,1.50,78.65,127.19,COMPLIANCE
1004,K8S-001,Kubernetes Fundamentals,2022-02-09,COMP,24.00,93.02,975.73,ELEARN
1004,SCRUM-001,Scrum Fundamentals,2025-10-28,COMP,12.00,60.20,573.41,ELEARN
1005,GDPR-001,RGPD & Protection des Données,2019-05-05,COMP,2.00,70.02,190.06,COMPLIANCE
1005,HEALTH-001,Santé & Sécurité au Travail,2019-04-04,COMP,4.00,96.36,264.26,COMPLIANCE
1005,FIRE-001,Sécurité & Évacuation Incendie,2019-04-14,COMP,1.00,89.96,105.38,COMPLIANCE
1005,DEI-001,Égalité Femmes-Hommes,2019-03-22,COMP,3.00,98.61,187.68,COMPLIANCE
1005,FRAUD-001,Prévention Fraude & Corruption,2019-03-22,COMP,2.00,99.88,140.90,COMPLIANCE
1005,ETHICS-001,Code de Déontologie Novaryn Tech,2019-04-19,COMP,1.50,97.55,114.98,COMPLIANCE
1005,K8S-001,Kubernetes Fundamentals,2025-07-04,COMP,24.00,87.14,1062.46,ELEARN
1005,SQL-001,Advanced SQL for Analytics,2022-11-26,COMP,16.00,96.17,894.33,ELEARN
1006,GDPR-001,RGPD & Protection des Données,2013-08-31,COMP,2.00,87.91,186.93,COMPLIANCE
1006,HEALTH-001,Santé & Sécurité au Travail,2013-09-08,COMP,4.00,90.37,241.12,COMPLIANCE
1006,FIRE-001,Sécurité & Évacuation Incendie,2013-09-18,COMP,1.00,74.18,105.35,COMPLIANCE
1006,DEI-001,Égalité Femmes-Hommes,2013-08-28,COMP,3.00,74.07,181.95,COMPLIANCE
1006,FRAUD-001,Prévention Fraude & Corruption,2013-08-31,COMP,2.00,79.15,143.92,COMPLIANCE
1006,ETHICS-001,Code de Déontologie Novaryn Tech,2013-09-21,COMP,1.50,83.83,112.40,COMPLIANCE
1006,LEAD-001,Leadership & Management,2020-02-09,COMP,20.00,87.41,1435.90,COURSE
1006,PYTHON-001,Python for Data Science,2023-07-29,COMP,24.00,78.66,1138.43,ELEARN
1006,ML-001,Machine Learning Fundamentals,2024-03-03,COMP,40.00,96.50,1372.68,ELEARN
1006,K8S-001,Kubernetes Fundamentals,2026-04-19,ENR,24.00,0.00,1184.43,ELEARN
1006,SQL-001,Advanced SQL for Analytics,2023-09-08,COMP,16.00,72.10,738.23,ELEARN
1007,GDPR-001,RGPD & Protection des Données,2020-09-14,COMP,2.00,81.19,204.84,COMPLIANCE
1007,HEALTH-001,Santé & Sécurité au Travail,2020-09-18,COMP,4.00,96.33,227.68,COMPLIANCE
1007,FIRE-001,Sécurité & Évacuation Incendie,2020-09-07,COMP,1.00,73.78,103.40,COMPLIANCE
1007,DEI-001,Égalité Femmes-Hommes,2020-09-11,COMP,3.00,94.22,193.50,COMPLIANCE
1007,FRAUD-001,Prévention Fraude & Corruption,2020-09-11,COMP,2.00,95.18,137.54,COMPLIANCE
1007,ETHICS-001,Code de Déontologie Novaryn Tech,2020-08-30,COMP,1.50,94.90,123.60,COMPLIANCE
1007,PM-001,Product Management Essentials,2023-12-04,COMP,20.00,73.25,1041.91,COURSE
1007,LEAD-001,Leadership & Management,2026-07-03,ENR,20.00,0.00,1504.87,COURSE
1007,AZURE-001,Microsoft Azure Fundamentals,2026-07-06,ENR,28.00,0.00,1458.43,ELEARN
1007,EXCEL-001,Excel Avancé & Reporting,2024-07-19,COMP,8.00,89.62,399.44,ELEARN
1008,GDPR-001,RGPD & Protection des Données,2015-06-10,COMP,2.00,96.85,205.59,COMPLIANCE
1008,HEALTH-001,Santé & Sécurité au Travail,2015-06-05,COMP,4.00,79.03,240.54,COMPLIANCE
1008,FIRE-001,Sécurité & Évacuation Incendie,2015-05-27,COMP,1.00,94.17,102.47,COMPLIANCE
1008,DEI-001,Égalité Femmes-Hommes,2015-06-08,COMP,3.00,73.44,162.00,COMPLIANCE
1008,FRAUD-001,Prévention Fraude & Corruption,2015-07-04,COMP,2.00,96.40,150.59,COMPLIANCE
1008,ETHICS-001,Code de Déontologie Novaryn Tech,2015-06-11,COMP,1.50,76.13,119.37,COMPLIANCE
1008,REACT-001,React & TypeScript Masterclass,2021-07-01,COMP,36.00,67.36,1104.57,ELEARN
1008,SCRUM-001,Scrum Fundamentals,2026-05-11,ENR,12.00,0.00,657.90,ELEARN
1008,LEAD-001,Leadership & Management,2025-07-13,COMP,20.00,94.37,1552.72,COURSE
1008,AZURE-001,Microsoft Azure Fundamentals,2022-04-19,COMP,28.00,85.45,1448.71,ELEARN
1008,EXCEL-001,Excel Avancé & Reporting,2026-07-01,ENR,8.00,0.00,368.88,ELEARN
1009,GDPR-001,RGPD & Protection des Données,2019-10-01,COMP,2.00,92.25,201.87,COMPLIANCE
1009,HEALTH-001,Santé & Sécurité au Travail,2019-09-29,COMP,4.00,84.41,239.47,COMPLIANCE
1009,FIRE-001,Sécurité & Évacuation Incendie,2019-09-05,COMP,1.00,98.77,99.86,COMPLIANCE
1009,DEI-001,Égalité Femmes-Hommes,2019-10-11,COMP,3.00,78.26,175.89,COMPLIANCE
1009,FRAUD-001,Prévention Fraude & Corruption,2019-10-20,COMP,2.00,73.22,147.51,COMPLIANCE
1009,ETHICS-001,Code de Déontologie Novaryn Tech,2019-09-26,COMP,1.50,74.44,114.80,COMPLIANCE
1009,PM-001,Product Management Essentials,2024-07-30,COMP,20.00,72.11,1252.24,COURSE
1009,REACT-001,React & TypeScript Masterclass,2024-02-11,FAIL,36.00,51.78,1035.35,ELEARN
1010,GDPR-001,RGPD & Protection des Données,2025-11-06,COMP,2.00,98.88,198.72,COMPLIANCE
1010,HEALTH-001,Santé & Sécurité au Travail,2025-11-30,COMP,4.00,83.75,225.46,COMPLIANCE
1010,FIRE-001,Sécurité & Évacuation Incendie,2025-10-25,COMP,1.00,80.73,107.12,COMPLIANCE
1010,DEI-001,Égalité Femmes-Hommes,2025-11-16,COMP,3.00,76.32,194.49,COMPLIANCE
1010,FRAUD-001,Prévention Fraude & Corruption,2025-11-17,COMP,2.00,81.72,136.88,COMPLIANCE
1010,ETHICS-001,Code de Déontologie Novaryn Tech,2025-11-25,COMP,1.50,74.54,123.74,COMPLIANCE
1010,K8S-001,Kubernetes Fundamentals,2026-07-01,ENR,24.00,0.00,1034.97,ELEARN
1010,COMM-001,Communication & Public Speaking,2025-12-31,COMP,8.00,96.65,417.42,OJT
1010,PYTHON-001,Python for Data Science,2025-12-31,COMP,24.00,78.87,1047.69,ELEARN
1010,AZURE-001,Microsoft Azure Fundamentals,2025-12-31,COMP,28.00,97.10,1732.19,ELEARN
1011,GDPR-001,RGPD & Protection des Données,2025-10-26,COMP,2.00,77.78,207.91,COMPLIANCE
1011,HEALTH-001,Santé & Sécurité au Travail,2025-10-30,COMP,4.00,98.66,242.40,COMPLIANCE
1011,FIRE-001,Sécurité & Évacuation Incendie,2025-11-01,COMP,1.00,94.90,91.35,COMPLIANCE
1011,DEI-001,Égalité Femmes-Hommes,2025-09-24,COMP,3.00,95.56,167.73,COMPLIANCE
1011,FRAUD-001,Prévention Fraude & Corruption,2025-09-29,COMP,2.00,89.96,149.98,COMPLIANCE
1011,ETHICS-001,Code de Déontologie Novaryn Tech,2025-11-05,COMP,1.50,84.29,126.24,COMPLIANCE
1011,LEAD-001,Leadership & Management,2026-05-31,ENR,20.00,0.00,1690.07,COURSE
1011,PYTHON-001,Python for Data Science,2025-12-25,COMP,24.00,70.02,861.23,ELEARN
1011,REACT-001,React & TypeScript Masterclass,2026-06-03,ENR,36.00,0.00,1294.81,ELEARN
1012,GDPR-001,RGPD & Protection des Données,2019-04-25,COMP,2.00,88.94,181.18,COMPLIANCE
1012,HEALTH-001,Santé & Sécurité au Travail,2019-03-29,COMP,4.00,79.63,259.94,COMPLIANCE
1012,FIRE-001,Sécurité & Évacuation Incendie,2019-04-11,COMP,1.00,74.00,102.75,COMPLIANCE
1012,DEI-001,Égalité Femmes-Hommes,2019-04-22,COMP,3.00,75.99,171.09,COMPLIANCE
1012,FRAUD-001,Prévention Fraude & Corruption,2019-04-15,COMP,2.00,90.37,141.76,COMPLIANCE
1012,ETHICS-001,Code de Déontologie Novaryn Tech,2019-05-04,COMP,1.50,74.86,127.53,COMPLIANCE
1012,LEAD-001,Leadership & Management,2022-04-13,COMP,20.00,86.75,1366.59,COURSE
1012,PM-001,Product Management Essentials,2026-04-08,ENR,20.00,0.00,1149.44,COURSE
1012,SCRUM-001,Scrum Fundamentals,2022-02-01,COMP,12.00,81.86,522.95,ELEARN
1013,GDPR-001,RGPD & Protection des Données,2014-09-11,COMP,2.00,90.47,218.31,COMPLIANCE
1013,HEALTH-001,Santé & Sécurité au Travail,2014-10-16,COMP,4.00,89.27,249.81,COMPLIANCE
1013,FIRE-001,Sécurité & Évacuation Incendie,2014-10-23,COMP,1.00,76.22,106.55,COMPLIANCE
1013,DEI-001,Égalité Femmes-Hommes,2014-10-02,COMP,3.00,80.56,184.27,COMPLIANCE
1013,FRAUD-001,Prévention Fraude & Corruption,2014-10-05,COMP,2.00,95.60,159.05,COMPLIANCE
1013,ETHICS-001,Code de Déontologie Novaryn Tech,2014-09-28,COMP,1.50,82.83,117.03,COMPLIANCE
1013,PM-001,Product Management Essentials,2020-09-26,COMP,20.00,80.69,1056.33,COURSE
1013,LEAD-001,Leadership & Management,2022-05-16,COMP,20.00,62.06,1518.24,COURSE
1014,GDPR-001,RGPD & Protection des Données,2017-09-30,COMP,2.00,76.72,217.62,COMPLIANCE
1014,HEALTH-001,Santé & Sécurité au Travail,2017-11-21,COMP,4.00,77.54,260.16,COMPLIANCE
1014,FIRE-001,Sécurité & Évacuation Incendie,2017-10-03,COMP,1.00,96.17,93.16,COMPLIANCE
1014,DEI-001,Égalité Femmes-Hommes,2017-10-17,COMP,3.00,72.24,182.71,COMPLIANCE
1014,FRAUD-001,Prévention Fraude & Corruption,2017-11-01,COMP,2.00,97.95,150.00,COMPLIANCE
1014,ETHICS-001,Code de Déontologie Novaryn Tech,2017-10-24,COMP,1.50,88.56,121.10,COMPLIANCE
1014,PM-001,Product Management Essentials,2023-11-01,FAIL,20.00,58.71,1255.16,COURSE
1014,K8S-001,Kubernetes Fundamentals,2022-01-27,COMP,24.00,76.86,1001.17,ELEARN
1015,GDPR-001,RGPD & Protection des Données,2018-08-12,COMP,2.00,71.78,188.17,COMPLIANCE
1015,HEALTH-001,Santé & Sécurité au Travail,2018-08-16,COMP,4.00,92.02,271.21,COMPLIANCE
1015,FIRE-001,Sécurité & Évacuation Incendie,2018-08-06,COMP,1.00,97.37,91.25,COMPLIANCE
1015,DEI-001,Égalité Femmes-Hommes,2018-07-26,COMP,3.00,72.19,196.13,COMPLIANCE
1015,FRAUD-001,Prévention Fraude & Corruption,2018-08-03,COMP,2.00,91.09,157.97,COMPLIANCE
1015,ETHICS-001,Code de Déontologie Novaryn Tech,2018-06-27,COMP,1.50,80.38,109.70,COMPLIANCE
1015,PM-001,Product Management Essentials,2023-12-14,COMP,20.00,65.18,1280.40,COURSE
1015,COMM-001,Communication & Public Speaking,2024-11-05,COMP,8.00,79.86,367.03,OJT
1015,EXCEL-001,Excel Avancé & Reporting,2025-03-11,COMP,8.00,79.10,433.79,ELEARN
1015,LEAD-001,Leadership & Management,2026-05-07,ENR,20.00,0.00,1284.65,COURSE
1015,ML-001,Machine Learning Fundamentals,2023-03-23,COMP,40.00,90.94,1749.45,ELEARN
1016,GDPR-001,RGPD & Protection des Données,2017-12-18,COMP,2.00,88.24,195.18,COMPLIANCE
1016,HEALTH-001,Santé & Sécurité au Travail,2017-12-27,COMP,4.00,92.14,252.62,COMPLIANCE
1016,FIRE-001,Sécurité & Évacuation Incendie,2017-11-17,COMP,1.00,81.61,97.54,COMPLIANCE
1016,DEI-001,Égalité Femmes-Hommes,2017-11-22,COMP,3.00,82.89,177.37,COMPLIANCE
1016,FRAUD-001,Prévention Fraude & Corruption,2017-11-22,COMP,2.00,73.47,138.54,COMPLIANCE
1016,ETHICS-001,Code de Déontologie Novaryn Tech,2017-12-23,COMP,1.50,99.48,116.83,COMPLIANCE
1016,SQL-001,Advanced SQL for Analytics,2022-11-11,COMP,16.00,63.68,682.41,ELEARN
1016,REACT-001,React & TypeScript Masterclass,2020-03-30,COMP,36.00,90.10,1310.78,ELEARN
1016,SCRUM-001,Scrum Fundamentals,2024-03-15,COMP,12.00,61.83,654.32,ELEARN
1017,GDPR-001,RGPD & Protection des Données,2025-11-16,COMP,2.00,77.50,182.28,COMPLIANCE
1017,HEALTH-001,Santé & Sécurité au Travail,2025-10-04,COMP,4.00,73.80,234.03,COMPLIANCE
1017,FIRE-001,Sécurité & Évacuation Incendie,2025-10-03,COMP,1.00,79.42,102.05,COMPLIANCE
1017,DEI-001,Égalité Femmes-Hommes,2025-10-16,COMP,3.00,99.94,166.67,COMPLIANCE
1017,FRAUD-001,Prévention Fraude & Corruption,2025-10-26,COMP,2.00,84.36,138.67,COMPLIANCE
1017,ETHICS-001,Code de Déontologie Novaryn Tech,2025-10-05,COMP,1.50,72.29,130.52,COMPLIANCE
1017,K8S-001,Kubernetes Fundamentals,2025-12-26,FAIL,24.00,56.32,1081.37,ELEARN
1017,COMM-001,Communication & Public Speaking,2025-12-25,COMP,8.00,74.68,406.17,OJT
1017,SQL-001,Advanced SQL for Analytics,2026-05-09,ENR,16.00,0.00,806.44,ELEARN
1018,GDPR-001,RGPD & Protection des Données,2019-11-18,COMP,2.00,79.57,201.66,COMPLIANCE
1018,HEALTH-001,Santé & Sécurité au Travail,2019-11-07,COMP,4.00,71.62,270.02,COMPLIANCE
1018,FIRE-001,Sécurité & Évacuation Incendie,2019-12-16,COMP,1.00,98.52,99.72,COMPLIANCE
1018,DEI-001,Égalité Femmes-Hommes,2019-11-06,COMP,3.00,76.11,166.94,COMPLIANCE
1018,FRAUD-001,Prévention Fraude & Corruption,2019-12-04,COMP,2.00,76.92,157.26,COMPLIANCE
1018,ETHICS-001,Code de Déontologie Novaryn Tech,2019-11-14,COMP,1.50,73.68,125.40,COMPLIANCE
1018,SCRUM-001,Scrum Fundamentals,2021-11-12,COMP,12.00,78.15,530.56,ELEARN
1018,AWS-001,AWS Cloud Practitioner,2023-01-29,COMP,30.00,61.35,1680.10,ELEARN
1018,K8S-001,Kubernetes Fundamentals,2022-04-04,COMP,24.00,93.09,962.88,ELEARN
1020,GDPR-001,RGPD & Protection des Données,2017-01-19,COMP,2.00,95.64,195.36,COMPLIANCE
1020,HEALTH-001,Santé & Sécurité au Travail,2017-01-03,COMP,4.00,95.88,244.23,COMPLIANCE
1020,FIRE-001,Sécurité & Évacuation Incendie,2017-01-04,COMP,1.00,76.73,97.59,COMPLIANCE
1020,DEI-001,Égalité Femmes-Hommes,2017-02-13,COMP,3.00,82.93,163.88,COMPLIANCE
1020,FRAUD-001,Prévention Fraude & Corruption,2017-01-21,COMP,2.00,70.94,157.89,COMPLIANCE
1020,ETHICS-001,Code de Déontologie Novaryn Tech,2017-01-03,COMP,1.50,97.30,126.11,COMPLIANCE
1020,AZURE-001,Microsoft Azure Fundamentals,2022-11-23,COMP,28.00,93.17,1568.36,ELEARN
1020,PM-001,Product Management Essentials,2022-05-18,COMP,20.00,89.17,1284.75,COURSE
1020,AWS-001,AWS Cloud Practitioner,2025-01-26,COMP,30.00,64.37,1739.58,ELEARN
1020,SCRUM-001,Scrum Fundamentals,2026-07-03,ENR,12.00,0.00,561.74,ELEARN
1021,GDPR-001,RGPD & Protection des Données,2018-04-07,COMP,2.00,83.91,202.90,COMPLIANCE
1021,HEALTH-001,Santé & Sécurité au Travail,2018-04-09,COMP,4.00,93.07,238.01,COMPLIANCE
1021,FIRE-001,Sécurité & Évacuation Incendie,2018-03-28,COMP,1.00,84.02,109.85,COMPLIANCE
1021,DEI-001,Égalité Femmes-Hommes,2018-03-19,COMP,3.00,73.96,162.55,COMPLIANCE
1021,FRAUD-001,Prévention Fraude & Corruption,2018-04-24,COMP,2.00,90.48,143.23,COMPLIANCE
1021,ETHICS-001,Code de Déontologie Novaryn Tech,2018-03-19,COMP,1.50,93.14,115.10,COMPLIANCE
1021,SCRUM-001,Scrum Fundamentals,2022-05-08,COMP,12.00,91.30,655.85,ELEARN
1021,PM-001,Product Management Essentials,2024-09-22,COMP,20.00,64.97,1224.64,COURSE
1021,AZURE-001,Microsoft Azure Fundamentals,2020-02-01,COMP,28.00,70.58,1445.82,ELEARN
1021,SQL-001,Advanced SQL for Analytics,2024-05-24,COMP,16.00,77.60,791.95,ELEARN
1021,SAFE-001,SAFe Agile Practitioner,2021-08-16,FAIL,16.00,49.12,1544.62,COURSE
1022,GDPR-001,RGPD & Protection des Données,2024-01-16,COMP,2.00,82.26,203.18,COMPLIANCE
1022,HEALTH-001,Santé & Sécurité au Travail,2024-01-08,COMP,4.00,78.29,255.52,COMPLIANCE
1022,FIRE-001,Sécurité & Évacuation Incendie,2024-01-23,COMP,1.00,98.60,98.81,COMPLIANCE
1022,DEI-001,Égalité Femmes-Hommes,2024-01-19,COMP,3.00,92.98,171.94,COMPLIANCE
1022,FRAUD-001,Prévention Fraude & Corruption,2024-02-03,COMP,2.00,73.82,153.91,COMPLIANCE
1022,ETHICS-001,Code de Déontologie Novaryn Tech,2024-01-12,COMP,1.50,96.14,123.74,COMPLIANCE
1022,LEAD-001,Leadership & Management,2024-05-31,COMP,20.00,80.27,1473.14,COURSE
1022,SAFE-001,SAFe Agile Practitioner,2024-09-29,COMP,16.00,82.14,1285.74,COURSE
1022,SCRUM-001,Scrum Fundamentals,2025-10-06,FAIL,12.00,58.85,685.55,ELEARN
1023,GDPR-001,RGPD & Protection des Données,2023-04-09,COMP,2.00,90.35,214.30,COMPLIANCE
1023,HEALTH-001,Santé & Sécurité au Travail,2023-04-30,COMP,4.00,86.21,227.24,COMPLIANCE
1023,FIRE-001,Sécurité & Évacuation Incendie,2023-04-23,COMP,1.00,80.49,91.55,COMPLIANCE
1023,DEI-001,Égalité Femmes-Hommes,2023-05-06,COMP,3.00,73.40,164.79,COMPLIANCE
1023,FRAUD-001,Prévention Fraude & Corruption,2023-04-21,COMP,2.00,79.77,146.14,COMPLIANCE
1023,ETHICS-001,Code de Déontologie Novaryn Tech,2023-05-30,COMP,1.50,90.43,109.71,COMPLIANCE
1023,AZURE-001,Microsoft Azure Fundamentals,2025-03-22,COMP,28.00,76.33,1672.95,ELEARN
1023,PYTHON-001,Python for Data Science,2025-07-27,COMP,24.00,98.94,1036.57,ELEARN
1023,SCRUM-001,Scrum Fundamentals,2025-11-08,COMP,12.00,61.78,677.46,ELEARN
1023,SQL-001,Advanced SQL for Analytics,2024-07-07,FAIL,16.00,40.49,826.17,ELEARN
1023,PM-001,Product Management Essentials,2026-06-12,ENR,20.00,0.00,1277.68,COURSE
1024,GDPR-001,RGPD & Protection des Données,2017-01-26,COMP,2.00,85.25,203.26,COMPLIANCE
1024,HEALTH-001,Santé & Sécurité au Travail,2017-01-01,COMP,4.00,98.20,243.94,COMPLIANCE
1024,FIRE-001,Sécurité & Évacuation Incendie,2017-01-16,COMP,1.00,70.98,104.53,COMPLIANCE
1024,DEI-001,Égalité Femmes-Hommes,2017-01-03,COMP,3.00,92.88,185.37,COMPLIANCE
1024,FRAUD-001,Prévention Fraude & Corruption,2016-12-14,COMP,2.00,98.76,164.77,COMPLIANCE
1024,ETHICS-001,Code de Déontologie Novaryn Tech,2017-01-15,COMP,1.50,85.10,121.79,COMPLIANCE
1024,ML-001,Machine Learning Fundamentals,2025-06-29,COMP,40.00,86.37,1609.76,ELEARN
1024,COMM-001,Communication & Public Speaking,2024-03-04,COMP,8.00,67.80,409.03,OJT
1024,LEAD-001,Leadership & Management,2023-10-24,FAIL,20.00,46.25,1634.55,COURSE
1024,EXCEL-001,Excel Avancé & Reporting,2020-02-23,FAIL,8.00,44.39,377.78,ELEARN
1024,SCRUM-001,Scrum Fundamentals,2020-10-16,FAIL,12.00,53.17,590.10,ELEARN
1026,GDPR-001,RGPD & Protection des Données,2019-10-21,COMP,2.00,80.86,194.08,COMPLIANCE
1026,HEALTH-001,Santé & Sécurité au Travail,2019-10-27,COMP,4.00,72.29,243.11,COMPLIANCE
1026,FIRE-001,Sécurité & Évacuation Incendie,2019-10-25,COMP,1.00,88.16,98.98,COMPLIANCE
1026,DEI-001,Égalité Femmes-Hommes,2019-10-21,COMP,3.00,76.89,191.80,COMPLIANCE
1026,FRAUD-001,Prévention Fraude & Corruption,2019-10-03,COMP,2.00,97.77,142.35,COMPLIANCE
1026,ETHICS-001,Code de Déontologie Novaryn Tech,2019-10-21,COMP,1.50,90.22,123.98,COMPLIANCE
1026,EXCEL-001,Excel Avancé & Reporting,2022-07-03,COMP,8.00,76.34,400.60,ELEARN
1026,AZURE-001,Microsoft Azure Fundamentals,2021-11-19,COMP,28.00,79.77,1783.09,ELEARN
1026,SQL-001,Advanced SQL for Analytics,2023-06-10,COMP,16.00,67.20,788.98,ELEARN
1026,SAFE-001,SAFe Agile Practitioner,2025-11-19,COMP,16.00,76.75,1511.51,COURSE
1030,GDPR-001,RGPD & Protection des Données,2022-07-04,COMP,2.00,97.90,209.71,COMPLIANCE
1030,HEALTH-001,Santé & Sécurité au Travail,2022-05-28,COMP,4.00,96.08,266.69,COMPLIANCE
1030,FIRE-001,Sécurité & Évacuation Incendie,2022-05-21,COMP,1.00,90.70,109.80,COMPLIANCE
1030,DEI-001,Égalité Femmes-Hommes,2022-05-28,COMP,3.00,85.45,181.06,COMPLIANCE
1030,FRAUD-001,Prévention Fraude & Corruption,2022-06-13,COMP,2.00,97.13,145.63,COMPLIANCE
1030,ETHICS-001,Code de Déontologie Novaryn Tech,2022-06-14,COMP,1.50,90.91,113.79,COMPLIANCE
1030,LEAD-001,Leadership & Management,2023-08-23,COMP,20.00,64.31,1599.98,COURSE
1030,SQL-001,Advanced SQL for Analytics,2023-11-29,COMP,16.00,96.83,907.98,ELEARN
1030,COMM-001,Communication & Public Speaking,2025-06-07,FAIL,8.00,51.99,428.88,OJT
1030,PM-001,Product Management Essentials,2025-01-30,COMP,20.00,90.31,1272.04,COURSE
1031,GDPR-001,RGPD & Protection des Données,2021-03-26,COMP,2.00,75.50,210.64,COMPLIANCE
1031,HEALTH-001,Santé & Sécurité au Travail,2021-04-01,COMP,4.00,98.10,229.19,COMPLIANCE
1031,FIRE-001,Sécurité & Évacuation Incendie,2021-02-08,COMP,1.00,87.81,97.40,COMPLIANCE
1031,DEI-001,Égalité Femmes-Hommes,2021-03-21,COMP,3.00,83.61,173.54,COMPLIANCE
1031,FRAUD-001,Prévention Fraude & Corruption,2021-02-19,COMP,2.00,85.26,152.64,COMPLIANCE
1031,ETHICS-001,Code de Déontologie Novaryn Tech,2021-03-29,COMP,1.50,72.91,115.14,COMPLIANCE
1031,SCRUM-001,Scrum Fundamentals,2024-06-21,COMP,12.00,93.76,586.80,ELEARN
1031,PM-001,Product Management Essentials,2025-05-11,COMP,20.00,72.74,1084.23,COURSE
1031,ML-001,Machine Learning Fundamentals,2025-11-06,COMP,40.00,92.56,1712.62,ELEARN
1031,SAFE-001,SAFe Agile Practitioner,2024-04-04,FAIL,16.00,44.00,1408.04,COURSE
1032,GDPR-001,RGPD & Protection des Données,2019-12-25,COMP,2.00,96.39,192.57,COMPLIANCE
1032,HEALTH-001,Santé & Sécurité au Travail,2019-12-11,COMP,4.00,78.54,230.93,COMPLIANCE
1032,FIRE-001,Sécurité & Évacuation Incendie,2019-12-06,COMP,1.00,84.60,94.47,COMPLIANCE
1032,DEI-001,Égalité Femmes-Hommes,2019-11-29,COMP,3.00,78.65,195.04,COMPLIANCE
1032,FRAUD-001,Prévention Fraude & Corruption,2019-12-27,COMP,2.00,92.60,162.74,COMPLIANCE
1032,ETHICS-001,Code de Déontologie Novaryn Tech,2019-12-31,COMP,1.50,78.36,110.30,COMPLIANCE
1032,SCRUM-001,Scrum Fundamentals,2023-09-23,FAIL,12.00,50.26,653.82,ELEARN
1032,PM-001,Product Management Essentials,2024-10-15,COMP,20.00,93.30,1029.28,COURSE
1032,EXCEL-001,Excel Avancé & Reporting,2022-12-03,COMP,8.00,97.67,408.54,ELEARN
1033,GDPR-001,RGPD & Protection des Données,2023-01-12,COMP,2.00,83.34,185.05,COMPLIANCE
